"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","65","api_tests","test_post_birthdays","","","","test_post_birthdays",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","58","api_tests","test_put_birthdays","","","","test_put_nonexistent_birthdays",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","23","api_tests","test_post_birthdays","","","","test_post_birthdays_without_date",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","46","api_tests","test_put_birthdays","","","","test_put_birthdays_only_date",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","53","api_tests","test_put_birthdays","","","","test_put_birthdays_both_name_and_date",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","26","api_tests","test_delete_birthdays","","","","test_delete_nonexistent_birthdays",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","9","api_tests","test_put_birthdays","","","","test_put_birthdays_no_json",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","40","api_tests","test_put_birthdays","","","","test_put_birthdays_only_name",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","30","api_tests","test_delete_birthdays","","","","test_delete_birthdays",""
"passed","Sun Sep 10 14:31:57 GMT 2023","Sun Sep 10 14:31:57 GMT 2023","24","api_tests","test_post_birthdays","","","","test_post_birthdays_without_name",""
