"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","54","api_tests","test_put_birthdays","","","","test_put_birthdays_both_name_and_date",""
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","23","api_tests","test_post_birthdays","","","","test_post_birthdays_without_date",""
"passed","Sun Sep 10 12:23:06 GMT 2023","Sun Sep 10 12:23:06 GMT 2023","34","api_tests","test_delete_birthdays","","","","test_delete_birthdays",""
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","55","api_tests","test_post_birthdays","","","","test_post_birthdays",""
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","33","api_tests","test_put_birthdays","","","","test_put_birthdays_only_name",""
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","21","api_tests","test_post_birthdays","","","","test_post_birthdays_without_name",""
"passed","Sun Sep 10 12:23:06 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","32","api_tests","test_delete_birthdays","","","","test_delete_nonexistent_birthdays",""
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","9","api_tests","test_put_birthdays","","","","test_put_birthdays_no_json",""
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","56","api_tests","test_put_birthdays","","","","test_put_nonexistent_birthdays",""
"passed","Sun Sep 10 12:23:07 GMT 2023","Sun Sep 10 12:23:07 GMT 2023","35","api_tests","test_put_birthdays","","","","test_put_birthdays_only_date",""
