"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","62","api_tests","test_put_birthdays","","","","test_put_birthdays_both_name_and_date",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","35","api_tests","test_post_birthdays","","","","test_post_birthdays_without_date",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","26","api_tests","test_delete_birthdays","","","","test_delete_nonexistent_birthdays",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","23","api_tests","test_delete_birthdays","","","","test_delete_birthdays",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","52","api_tests","test_put_birthdays","","","","test_put_birthdays_only_date",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","64","api_tests","test_post_birthdays","","","","test_post_birthdays",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","41","api_tests","test_put_birthdays","","","","test_put_birthdays_only_name",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","31","api_tests","test_post_birthdays","","","","test_post_birthdays_without_name",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","12","api_tests","test_put_birthdays","","","","test_put_birthdays_no_json",""
"passed","Sun Oct 22 17:17:12 GMT 2023","Sun Oct 22 17:17:12 GMT 2023","69","api_tests","test_put_birthdays","","","","test_put_nonexistent_birthdays",""
